"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"BENS_TOTAL";"DS_SIT_TOT_TURNO";"TOTAL_VOTOS";"RECEITA_TOTAL";"TIPO_RECEITA";"ST_REELEICAO"
250000707296;"GISLAINE SANTANA";"#NULO";"PP";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"TÉCNICO DE LABORATÓRIO E RAIOS X";"APTO";NA;"SUPLENTE";162;0;"#NULO";"N"
250001097167;"EDUARDO COSME DE JESUS BARBOSA";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"CABELEIREIRO E BARBEIRO";"APTO";NA;"NÃO ELEITO";636;0;"#NULO";"N"
250001097223;"WILKY ANDRADE OKAGAWA";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";4000;"NÃO ELEITO";223;0;"#NULO";"N"
250001263243;"LUIZ CARLOS GONÇALVES DE BRITO";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";302;0;"#NULO";"N"
250001097210;"ANDREY FELIPE BRÁS BLANCO DA SILVA";"#NULO";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";54000;"NÃO ELEITO";817;0;"#NULO";"N"
250001097190;"ANA CLAUDIA SEVERINO RIVERA";"#NULO";"PTC";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PRETA";"COZINHEIRO";"APTO";NA;"NÃO ELEITO";103;0;"#NULO";"N"
250001097179;"CHU NENG TE";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";2565000;"NÃO ELEITO";479;5000;"Recursos de partido político";"N"
250001263245;"DOUGLAS SIMA MOREIRA";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"EMPRESÁRIO";"APTO";1e+06;"NÃO ELEITO";63;0;"#NULO";"N"
250001097228;"JEAN CLARET DE OLIVEIRA";"#NULO";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"FARMACÊUTICO";"APTO";80000;"NÃO ELEITO";330;0;"#NULO";"N"
250001097222;"MARLI ALMEIDA DA SILVA";"#NULO";"PTC";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"PARDA";"COMERCIANTE";"APTO";9000;"NÃO ELEITO";141;5000;"Recursos de partido político";"N"
250001097169;"MARILÚ DE PAULA AMARANTE";"#NULO";"PTC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"OUTROS";"APTO";NA;"NÃO ELEITO";49;5000;"Recursos de partido político";"N"
250001097173;"DENIVIA ROSA DOS SANTOS OLIVEIRA";"#NULO";"PTC";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";2e+05;"NÃO ELEITO";48;5000;"Recursos de partido político";"N"
250001097170;"ISAAC BRITES";"#NULO";"PTC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";263000;"NÃO ELEITO";458;0;"#NULO";"N"
250001097226;"WAGNER BARBOSA DA SILVA";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";30000;"NÃO ELEITO";351;0;"#NULO";"N"
250001097195;"SÉRGIO SANTOS DE MELO";"#NULO";"PTC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"PRODUTOR DE ESPETÁCULOS PÚBLICOS";"APTO";NA;"NÃO ELEITO";739;10021,9;"Recursos próprios, Recursos de partido político";"S"
250000811443;"ERNESTO TEIXEIRA DA CUNHA";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";176048,34;"SUPLENTE";3450;100410;"Recursos próprios, Recursos de partido político";"N"
250000811393;"JOCINARA MOREIRA DA SILVA";"#NULO";"PODE";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";9000;"SUPLENTE";333;24540;"Recursos de partido político";"N"
250000811422;"VLADIMIR FERNANDES DE ALMEIDA";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"QUÍMICO";"APTO";NA;"SUPLENTE";1764;33310;"Recursos de partido político";"N"
250000811445;"RODRIGO DA SILVA VIANNA";"#NULO";"PODE";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;"SUPLENTE";598;10000;"Recursos de partido político";"N"
250000811418;"OTACILIO MACHADO PINHEIRO";"#NULO";"PODE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";363;9820;"Recursos de partido político";"N"
250000811406;"LUIZ HENRIQUE CORONADO DA PAZ";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"APTO";19775,22;"SUPLENTE";1736;23335;"Recursos de partido político, Recursos próprios";"N"
250000811378;"ANTONIO CARLOS PEREIRA SILVA";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROGRAMADOR DE COMPUTADOR";"APTO";201000;"SUPLENTE";1098;10947;"Recursos próprios, Recursos de partido político";"N"
250000811421;"VANICE IZAURA CAMARGO COSTA DA SILVA";"#NULO";"PODE";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";1450000;"SUPLENTE";461;10320;"Recursos de partido político";"N"
250000811449;"FRANCISCO CARLOS DA SILVA";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ANALISTA DE SISTEMAS";"APTO";894957,38;"SUPLENTE";4005;116530;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250001041970;"ALEXANDRE GONÇALVES";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";280000;"NÃO ELEITO";455;5910;"Recursos próprios, Recursos de pessoas físicas";"N"
250001041957;"RISLAINE FEITOZA ALVES";"#NULO";"PRTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;"NÃO ELEITO";4;941,5;"Recursos de partido político";"N"
250001041997;"MARCIO LUIZ FRANCISCO DE LIMA PEREIRA";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";NA;"NÃO ELEITO";450;0;"#NULO";"N"
250001041965;"ALEXANDRE GUIMARÃES DA COSTA ALECRIM";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MILITAR REFORMADO";"APTO";NA;"NÃO ELEITO";232;1800;"Recursos de pessoas físicas, Recursos próprios";"N"
250001041979;"RICARDO ROCCHI";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"OUTROS";"APTO";3e+05;"NÃO ELEITO";109;1220;"Recursos de pessoas físicas";"N"
250001259483;"AELISON ALCANTARA DE QUEIROZ";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";NA;"NÃO ELEITO";458;1501,5;"Recursos de pessoas físicas, Recursos de partido político";"N"
250001041959;"VALERIA TAVARES DA SILVA";"#NULO";"PRTB";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"PADEIRO, CONFEITEIRO E ASSEMELHADOS";"APTO";747,04;"NÃO ELEITO";1;0;"#NULO";"N"
250001041996;"LUCIANA APARECIDA FONTES";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";1e+05;"NÃO ELEITO";86;0;"#NULO";"N"
250001041994;"ERNESTINA LUIZA DOS SANTOS RAIOL";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";NA;"NÃO ELEITO";230;15670;"Recursos de pessoas físicas";"N"
250001042005;"EVERALDO JOSE RIBEIRO";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"PRODUTOR DE ESPETÁCULOS PÚBLICOS";"APTO";NA;"NÃO ELEITO";247;941,5;"Recursos de partido político";"N"
250001041978;"PATRICIA MOREIRA CANUTO";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";160000;"NÃO ELEITO";196;941,5;"Recursos de partido político";"N"
250001042006;"CRISTINA ALVES DE GODOY";"#NULO";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PSICÓLOGO";"APTO";51074,26;"NÃO ELEITO";1879;13485,05;"Recursos de pessoas físicas, Recursos próprios, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001041964;"FABIO MITSUO MARIA";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"AMARELA";"EMPRESÁRIO";"APTO";NA;"NÃO ELEITO";338;0;"#NULO";"N"
250000706717;"SAMANTHA FREIRE DIAS";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"BIOMÉDICO";"APTO";NA;"SUPLENTE";92;5000;"Recursos de partido político";"N"
250000706754;"MÁRCIO VINICIUS DE MORAES";"#NULO";"PV";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";NA;"SUPLENTE";174;NA;NA;"N"
250000706749;"REGINA PEDROSO CAMINHA";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";1097000;"SUPLENTE";374;10070;"Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000706735;"HENRIQUE MORGAN DE AGUIAR FILHO";"#NULO";"PV";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";364932,85;"SUPLENTE";45;10724,1;"Recursos próprios";"N"
250000706759;"ROBERTO CARLOS FLAVIANO";"#NULO";"PV";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";207;3000;"Recursos de partido político";"N"
250000706736;"DILCEA CYRNE ALVES AUGUSTO";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";NA;"SUPLENTE";122;7000;"Recursos de partido político";"N"
250000706748;"JURANDIR MARQUES DA SILVA";"#NULO";"PV";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";NA;"SUPLENTE";210;3000;"Recursos de partido político";"N"
250000706731;"ELOISA LIMA PEREIRA";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";436203,08;"SUPLENTE";310;8000;"Recursos de partido político";"N"
250000706720;"SERGIO NAVARRA";"#NULO";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";85000;"SUPLENTE";128;3000;"Recursos de partido político";"N"
250001273997;"ESTER DA SILVA";"#NULO";"PV";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"DETETIVE PARTICULAR";"APTO";298000;"SUPLENTE";27;0;"#NULO";"N"
250000706739;"MARTHA CHRISTINA CAMPOS DE ARAUJO";"#NULO";"PV";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ARTISTA PLÁSTICO E ASSEMELHADOS";"APTO";590000;"SUPLENTE";220;5000;"Recursos de partido político";"N"
250000706714;"REGINALDO DE CARVALHO LOPES";"#NULO";"PV";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";597;9000;"Recursos de partido político";"N"
250000706738;"RAUL THAME DE TOLEDO ALMEIDA";"#NULO";"PV";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";39000;"SUPLENTE";532;36000;"Recursos de partido político";"N"
250000883853;"ADÃO DIVINO DO NASCIMENTO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"DIRETOR DE EMPRESAS";"APTO";292441;"SUPLENTE";406;2817,5;"Recursos de partido político";"N"
250000925970;"LEVI VIEIRA SERRA";"#NULO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";NA;"SUPLENTE";294;5995;"Recursos de partido político";"N"
250000925925;"LENIR MARIA DE OLIVEIRA";"#NULO";"PSC";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"DONA DE CASA";"APTO";NA;"SUPLENTE";207;17120;"Recursos de partido político";"N"
250000925919;"VALTER SANTIAGO";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";580;13495;"Recursos de partido político";"N"
250000883857;"CLAUDIO LUIZ GONÇALVES DE ALMEIDA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"OUTROS";"APTO";76768,99;"SUPLENTE";319;11105,48;"Recursos próprios, Recursos de partido político";"N"
250000883847;"DEFERSON FEITOSA DE LIMA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";772;11325,5;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000883889;"NANCI DAMIÃO";"#NULO";"REPUBLICANOS";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";239;12265,5;"Recursos de partido político";"N"
250000883906;"ROQUE PEREIRA MORAIS";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";13000;"SUPLENTE";775;2432,48;"Recursos de partido político";"N"
250000925988;"REGINA CELIA SALLES";"#NULO";"PSC";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ASSISTENTE SOCIAL";"APTO";NA;"SUPLENTE";274;18916,6;"Recursos próprios, Recursos de partido político";"N"
250000925964;"MARCIO ALVARES DE SOUZA";"#NULO";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"COMERCIANTE";"APTO";433000;"SUPLENTE";1329;17495;"Recursos de partido político";"N"
250000925928;"MARIA JOSEILDA REIS DA SILVA";"#NULO";"PSC";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"COMERCIÁRIO";"APTO";NA;"SUPLENTE";119;10120;"Recursos de partido político";"N"
250000925972;"NILTON TÁPIA VIDAL";"#NULO";"PSC";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";NA;"SUPLENTE";98;7620;"Recursos de partido político";"N"
250000925927;"JOSE MANOEL DE LIRA FILHO";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL";"APTO";8000;"SUPLENTE";508;11495;"Recursos de partido político";"N"
250000883840;"JOSÉ ARIVALDO RODRIGUES";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"VEREADOR";"APTO";977032,09;"SUPLENTE";11746;335658,93;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000883839;"PAULO SERGIO DOS REIS";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";1151;1838,25;"Recursos de partido político";"N"
250000883865;"DOUGLAS WILSON CAMARGO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";184354,97;"SUPLENTE";99;1906,75;"Recursos de partido político";"N"
250000925930;"ODILIA EXPEDITA DE SOUSA";"#NULO";"PSC";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";314000;"SUPLENTE";465;17120;"Recursos de partido político";"N"
250000883887;"GERALDO FLORENCIO DOS SANTOS";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";100457,62;"SUPLENTE";561;3269,48;"Recursos de partido político";"N"
250000883838;"RAIMUNDO JOÃO SEBASTIÃO";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";176390,23;"SUPLENTE";785;2857,5;"Recursos de partido político";"N"
250000883831;"DIVALDO ROSA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"APTO";301752,26;"SUPLENTE";2845;51386,92;"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000883901;"JAIRO DE OLIVEIRA SERGIO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"APTO";NA;"SUPLENTE";1023;6502,5;"Recursos de partido político, Recursos de pessoas físicas";"N"
250000883863;"CLAUDINEI ALEXANDRE PIRES";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PRETA";"ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS";"APTO";NA;"SUPLENTE";2960;138105;"Recursos de partido político";"N"
250000925915;"EDIVALDO MARCELO ABENÇOADO DOS SANTOS LEAL";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";222555,54;"SUPLENTE";834;11500;"Recursos de partido político";"N"
250001016173;"LEONARDO DOS SANTOS RAMOS";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";200059,11;"SUPLENTE";859;23074,74;"Recursos próprios, Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001016159;"ANDRE DE LUCCA VENTURINI";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";31701,5;"SUPLENTE";1990;23781,74;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250001016162;"ENIO MARIN VERGEIRO";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";751058,91;"SUPLENTE";1117;19521,74;"Recursos de partido político, Recursos próprios";"N"
250001016197;"RUBIA MARA DA SILVA OLIVEIRA";"#NULO";"PSD";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"JORNALISTA E REDATOR";"APTO";5010,61;"SUPLENTE";2248;68131,74;"Recursos de partido político";"N"
250001016177;"GISLAINE LAMBERT DE BRITO DOS SANTOS";"#NULO";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";906000;"SUPLENTE";286;35021,74;"Recursos de partido político";"N"
250001016179;"MANOEL SILVA ARAÚJO JÚNIOR";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ENFERMEIRO";"APTO";215300;"SUPLENTE";260;65121,74;"Recursos de partido político";"N"
250001016137;"MARIA RAIMUNDA MARINHO";"#NULO";"PSD";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MATEMÁTICO E ATUÁRIO";"APTO";246541,09;"SUPLENTE";179;22100;"Recursos próprios, Recursos de partido político";"N"
250001016185;"ROGERIO BARRIOS";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";948250;"SUPLENTE";1463;19166;"Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
250000640999;"ELIANE KANAYAMA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";280;45992,11;"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000640972;"MARIA BEZERRA DE MENEZES SCORZA";"#NULO";"PL";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";171515,27;"SUPLENTE";799;17800;"Recursos de partido político";"N"
250000641005;"LEONARDO FERREIRA LEMOS";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ANALISTA DE SISTEMAS";"APTO";28,63;"SUPLENTE";309;12800;"Recursos de partido político";"N"
250000640979;"RODRIGO SCARDELATO GONZALES";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";1e+05;"SUPLENTE";145;12800;"Recursos de partido político";"N"
250000641034;"ANTONINHA JOSELI PEREIRA";"#NULO";"PL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPREGADO DOMÉSTICO";"APTO";60;"SUPLENTE";23;12800;"Recursos de partido político";"N"
250000641003;"JOÃO CARLOS QUINTINO LEITE";"#NULO";"PL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"JORNALISTA E REDATOR";"APTO";NA;"SUPLENTE";28;2000;"Recursos de partido político";"N"
250000641043;"SARA PEREIRA PROTA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";4000;"SUPLENTE";235;12802,91;"Recursos de partido político, Recursos próprios";"N"
250000640978;"JOSÉ AIRTON FERREIRA DAS NEVES";"#NULO";"PL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"MOTORISTA PARTICULAR";"APTO";394111,49;"SUPLENTE";1861;51550;"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";"N"
250000640985;"JOÃO PAULINO DA SILVA";"#NULO";"PL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"PARDA";"EMPRESÁRIO";"APTO";NA;"SUPLENTE";372;14400;"Recursos de pessoas físicas, Recursos de partido político";"N"
250000640997;"GISLAINE FIGUEIREDO LEMOS SILVA";"#NULO";"PL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";3188,33;"SUPLENTE";1715;34400;"Recursos de partido político";"N"
250000640975;"MARIA DO ROSÁRIO DE FÁTIMA MORAIS";"#NULO";"PL";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"PARDA";"OUTROS";"APTO";NA;"SUPLENTE";9;12800;"Recursos de partido político";"N"
250001159204;"AILTON ALCÂNTARA DOS SANTOS";"#NULO";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";NA;"NÃO ELEITO";48;6159,7;"Recursos de outros candidatos, Recursos de partido político";"N"
250001159213;"JORGE JOSÉ DOS SANTOS";"#NULO";"PROS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"MOTORISTA PARTICULAR";"APTO";70000;"NÃO ELEITO";161;6157,7;"Recursos de outros candidatos, Recursos de partido político";"N"
250001159243;"EDUARDO ROZ";"#NULO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";192000,68;"NÃO ELEITO";4376;95287,7;"Recursos de partido político, Recursos de outros candidatos";"N"
250001159231;"MAURO ANTUNES DA SILVA";"#NULO";"PROS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"MILITAR REFORMADO";"APTO";16000;"NÃO ELEITO";321;5276,7;"Recursos de partido político, Recursos de outros candidatos";"N"
250001159207;"ADRIANA CICERA DA SILVA";"#NULO";"PROS";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"FAXINEIRO";"APTO";146000;"NÃO ELEITO";140;5157,7;"Recursos de partido político, Recursos de outros candidatos";"N"
250001159208;"MARCELO JACINTO HORTA";"#NULO";"PROS";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MILITAR REFORMADO";"APTO";58357,31;"NÃO ELEITO";506;11000;"Recursos próprios";"N"
250000944993;"VERA LUCIA MENESES ZANELATO";"#NULO";"CIDADANIA";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO MÉDIO";"APTO";509312,62;"NÃO ELEITO";544;22638,16;"Recursos de partido político, Recursos próprios";"N"
